inst#,actual,predicted,error,prediction
1637,1:?,3:neutral,,0.567
1638,1:?,3:neutral,,0.557
1639,1:?,3:neutral,,0.612
1640,1:?,3:neutral,,0.567
1641,1:?,3:neutral,,0.556
1642,1:?,3:neutral,,0.567
1643,1:?,3:neutral,,0.556
1644,1:?,3:neutral,,0.556
1645,1:?,3:neutral,,0.569
1646,1:?,3:neutral,,0.569
1647,1:?,2:negative,,0.585
1648,1:?,3:neutral,,0.556
1649,1:?,1:positive,,0.88
1650,1:?,3:neutral,,0.567
1651,1:?,1:positive,,0.776
1652,1:?,3:neutral,,0.556
1653,1:?,3:neutral,,0.514
1654,1:?,1:positive,,0.833
1655,1:?,3:neutral,,0.569
1656,1:?,3:neutral,,0.569
1657,1:?,3:neutral,,0.386
1658,1:?,3:neutral,,0.558
1659,1:?,3:neutral,,0.556
1660,1:?,1:positive,,0.867
1661,1:?,3:neutral,,0.612
1662,1:?,3:neutral,,0.559
1663,1:?,3:neutral,,0.556
1664,1:?,2:negative,,0.487
1665,1:?,1:positive,,0.96
1666,1:?,3:neutral,,0.591
1667,1:?,3:neutral,,0.612
1668,1:?,3:neutral,,0.517
1669,1:?,3:neutral,,0.558
1670,1:?,1:positive,,0.491
1671,1:?,3:neutral,,0.572
1672,1:?,3:neutral,,0.569
1673,1:?,3:neutral,,0.557
1674,1:?,3:neutral,,0.567
1675,1:?,3:neutral,,0.556
1676,1:?,3:neutral,,0.556
1677,1:?,3:neutral,,0.552
1678,1:?,3:neutral,,0.612
1679,1:?,3:neutral,,0.567
1680,1:?,3:neutral,,0.556
1681,1:?,2:negative,,0.873
1682,1:?,3:neutral,,0.556
1683,1:?,1:positive,,0.873
1684,1:?,3:neutral,,0.572
1685,1:?,3:neutral,,0.556
1686,1:?,3:neutral,,0.556
1687,1:?,3:neutral,,0.556
1688,1:?,3:neutral,,0.615
1689,1:?,3:neutral,,0.557
1690,1:?,3:neutral,,0.611
1691,1:?,2:negative,,0.872
1692,1:?,1:positive,,0.441
1693,1:?,3:neutral,,0.569
1694,1:?,2:negative,,0.54
1695,1:?,2:negative,,0.872
1696,1:?,3:neutral,,0.604
1697,1:?,3:neutral,,0.556
1698,1:?,1:positive,,0.476
1699,1:?,3:neutral,,0.615
1700,1:?,1:positive,,0.563
1701,1:?,3:neutral,,0.623
1702,1:?,3:neutral,,0.569
1703,1:?,3:neutral,,0.569
1704,1:?,1:positive,,0.674
1705,1:?,1:positive,,0.68
1706,1:?,1:positive,,0.676
1707,1:?,1:positive,,0.479
1708,1:?,3:neutral,,0.612
1709,1:?,1:positive,,0.834
1710,1:?,3:neutral,,0.567
1711,1:?,3:neutral,,0.556
1712,1:?,3:neutral,,0.557
1713,1:?,3:neutral,,0.556
1714,1:?,3:neutral,,0.567
1715,1:?,3:neutral,,0.556
1716,1:?,2:negative,,0.486
1717,1:?,3:neutral,,0.557
1718,1:?,3:neutral,,0.557
1719,1:?,3:neutral,,0.556
1720,1:?,3:neutral,,0.582
1721,1:?,3:neutral,,0.612
1722,1:?,3:neutral,,0.517
1723,1:?,3:neutral,,0.556
1724,1:?,3:neutral,,0.629
1725,1:?,3:neutral,,0.572
1726,1:?,3:neutral,,0.569
1727,1:?,3:neutral,,0.556
1728,1:?,3:neutral,,0.556
1729,1:?,3:neutral,,0.556
1730,1:?,3:neutral,,0.557
1731,1:?,1:positive,,1
1732,1:?,1:positive,,0.881
1733,1:?,3:neutral,,0.556
1734,1:?,3:neutral,,0.543
1735,1:?,3:neutral,,0.556
1736,1:?,2:negative,,0.723
1737,1:?,3:neutral,,0.556
1738,1:?,2:negative,,0.584
1739,1:?,3:neutral,,0.585
1740,1:?,3:neutral,,0.569
1741,1:?,3:neutral,,0.558
1742,1:?,1:positive,,0.678
1743,1:?,3:neutral,,0.569
1744,1:?,3:neutral,,0.557
1745,1:?,3:neutral,,0.569
1746,1:?,3:neutral,,0.556
1747,1:?,1:positive,,1
1748,1:?,3:neutral,,0.612
1749,1:?,3:neutral,,0.572
1750,1:?,3:neutral,,0.615
1751,1:?,3:neutral,,0.495
1752,1:?,1:positive,,0.604
1753,1:?,3:neutral,,0.556
1754,1:?,3:neutral,,0.613
1755,1:?,3:neutral,,0.462
1756,1:?,3:neutral,,0.557
1757,1:?,3:neutral,,0.556
1758,1:?,1:positive,,0.769
1759,1:?,3:neutral,,0.558
1760,1:?,3:neutral,,0.556
1761,1:?,3:neutral,,0.586
1762,1:?,3:neutral,,0.612
1763,1:?,3:neutral,,0.415
1764,1:?,3:neutral,,0.558
1765,1:?,2:negative,,0.491
1766,1:?,1:positive,,0.707
1767,1:?,3:neutral,,0.556
1768,1:?,1:positive,,0.933
1769,1:?,2:negative,,0.487
1770,1:?,1:positive,,0.999
1771,1:?,1:positive,,0.836
1772,1:?,2:negative,,0.527
1773,1:?,3:neutral,,0.558
1774,1:?,2:negative,,0.875
1775,1:?,1:positive,,0.814
1776,1:?,1:positive,,0.708
1777,1:?,3:neutral,,0.629
1778,1:?,3:neutral,,0.556
1779,1:?,3:neutral,,0.572
1780,1:?,3:neutral,,0.557
1781,1:?,3:neutral,,0.569
1782,1:?,1:positive,,0.831
1783,1:?,3:neutral,,0.556
1784,1:?,2:negative,,0.678
1785,1:?,3:neutral,,0.593
1786,1:?,3:neutral,,0.556
1787,1:?,3:neutral,,0.557
1788,1:?,1:positive,,0.878
1789,1:?,3:neutral,,0.618
1790,1:?,3:neutral,,0.572
1791,1:?,3:neutral,,0.557
1792,1:?,3:neutral,,0.569
1793,1:?,3:neutral,,0.562
1794,1:?,3:neutral,,0.558
1795,1:?,3:neutral,,0.569
1796,1:?,1:positive,,0.993
1797,1:?,3:neutral,,0.567
1798,1:?,3:neutral,,0.556
1799,1:?,2:negative,,0.491
1800,1:?,3:neutral,,0.556
1801,1:?,1:positive,,0.885
1802,1:?,3:neutral,,0.556
1803,1:?,3:neutral,,0.572
1804,1:?,1:positive,,0.881
1805,1:?,3:neutral,,0.612
1806,1:?,1:positive,,1
1807,1:?,3:neutral,,0.569
1808,1:?,3:neutral,,0.567
1809,1:?,3:neutral,,0.615
1810,1:?,3:neutral,,0.556
1811,1:?,3:neutral,,0.569
1812,1:?,3:neutral,,0.556
1813,1:?,3:neutral,,0.569
1814,1:?,3:neutral,,0.592
1815,1:?,2:negative,,0.486
1816,1:?,2:negative,,0.723
1817,1:?,3:neutral,,0.572
1818,1:?,3:neutral,,0.612
1819,1:?,3:neutral,,0.59
1820,1:?,3:neutral,,0.571
1821,1:?,3:neutral,,0.569
1822,1:?,3:neutral,,0.614
1823,1:?,3:neutral,,0.556
1824,1:?,3:neutral,,0.556
1825,1:?,3:neutral,,0.569
1826,1:?,3:neutral,,0.571
1827,1:?,3:neutral,,0.556
1828,1:?,3:neutral,,0.612
1829,1:?,3:neutral,,0.572
1830,1:?,3:neutral,,0.616
1831,1:?,3:neutral,,0.567
1832,1:?,3:neutral,,0.612
1833,1:?,3:neutral,,0.556
1834,1:?,3:neutral,,0.569
1835,1:?,3:neutral,,0.569
1836,1:?,3:neutral,,0.571
1837,1:?,1:positive,,0.546
1838,1:?,3:neutral,,0.572
1839,1:?,1:positive,,0.93
1840,1:?,3:neutral,,0.569
1841,1:?,3:neutral,,0.556
1842,1:?,3:neutral,,0.567
1843,1:?,3:neutral,,0.571
1844,1:?,3:neutral,,0.616
1845,1:?,3:neutral,,0.569
1846,1:?,3:neutral,,0.556
1847,1:?,3:neutral,,0.556
1848,1:?,3:neutral,,0.572
1849,1:?,3:neutral,,0.569
1850,1:?,3:neutral,,0.533
1851,1:?,3:neutral,,0.567
1852,1:?,3:neutral,,0.556
1853,1:?,2:negative,,0.928
1854,1:?,1:positive,,0.592
1855,1:?,2:negative,,0.516
1856,1:?,3:neutral,,0.613
1857,1:?,3:neutral,,0.556
1858,1:?,3:neutral,,0.559
1859,1:?,3:neutral,,0.556
1860,1:?,3:neutral,,0.521
1861,1:?,1:positive,,0.965
1862,1:?,3:neutral,,0.572
1863,1:?,3:neutral,,0.569
1864,1:?,3:neutral,,0.569
1865,1:?,3:neutral,,0.567
1866,1:?,3:neutral,,0.569
1867,1:?,3:neutral,,0.556
1868,1:?,3:neutral,,0.569
1869,1:?,3:neutral,,0.487
1870,1:?,3:neutral,,0.624
1871,1:?,3:neutral,,0.494
1872,1:?,3:neutral,,0.557
1873,1:?,2:negative,,0.56
1874,1:?,3:neutral,,0.556
1875,1:?,3:neutral,,0.556
1876,1:?,3:neutral,,0.556
1877,1:?,3:neutral,,0.567
1878,1:?,3:neutral,,0.556
1879,1:?,3:neutral,,0.567
1880,1:?,3:neutral,,0.569
1881,1:?,3:neutral,,0.559
1882,1:?,3:neutral,,0.557
1883,1:?,3:neutral,,0.569
1884,1:?,3:neutral,,0.558
1885,1:?,3:neutral,,0.557
1886,1:?,3:neutral,,0.496
1887,1:?,3:neutral,,0.569
1888,1:?,3:neutral,,0.556
1889,1:?,3:neutral,,0.615
1890,1:?,3:neutral,,0.569
1891,1:?,3:neutral,,0.557
1892,1:?,3:neutral,,0.612
1893,1:?,3:neutral,,0.569
1894,1:?,1:positive,,0.831
1895,1:?,2:negative,,0.45
1896,1:?,2:negative,,0.928
1897,1:?,3:neutral,,0.513
1898,1:?,3:neutral,,0.556
1899,1:?,3:neutral,,0.54
1900,1:?,3:neutral,,0.559
1901,1:?,3:neutral,,0.621
1902,1:?,3:neutral,,0.569
1903,1:?,3:neutral,,0.556
1904,1:?,3:neutral,,0.572
1905,1:?,3:neutral,,0.615
1906,1:?,3:neutral,,0.567
1907,1:?,3:neutral,,0.556
1908,1:?,3:neutral,,0.623
1909,1:?,3:neutral,,0.605
1910,1:?,3:neutral,,0.567
1911,1:?,1:positive,,0.996
1912,1:?,3:neutral,,0.615
1913,1:?,3:neutral,,0.556
1914,1:?,3:neutral,,0.592
1915,1:?,3:neutral,,0.569
1916,1:?,3:neutral,,0.517
1917,1:?,3:neutral,,0.462
1918,1:?,1:positive,,0.933
1919,1:?,3:neutral,,0.572
1920,1:?,3:neutral,,0.557
1921,1:?,3:neutral,,0.615
1922,1:?,2:negative,,0.486
1923,1:?,2:negative,,0.522
1924,1:?,3:neutral,,0.562
1925,1:?,3:neutral,,0.569
1926,1:?,3:neutral,,0.604
1927,1:?,3:neutral,,0.556
1928,1:?,3:neutral,,0.569
1929,1:?,2:negative,,0.486
1930,1:?,3:neutral,,0.557
1931,1:?,3:neutral,,0.57
1932,1:?,3:neutral,,0.612
1933,1:?,3:neutral,,0.538
1934,1:?,3:neutral,,0.556
1935,1:?,3:neutral,,0.605
1936,1:?,2:negative,,0.928
1937,1:?,3:neutral,,0.569
1938,1:?,3:neutral,,0.572
1939,1:?,1:positive,,0.594
1940,1:?,3:neutral,,0.527
1941,1:?,2:negative,,0.873
1942,1:?,2:negative,,0.873
1943,1:?,3:neutral,,0.569
1944,1:?,3:neutral,,0.569
1945,1:?,1:positive,,0.599
1946,1:?,1:positive,,0.49
1947,1:?,3:neutral,,0.612
1948,1:?,3:neutral,,0.613
1949,1:?,3:neutral,,0.565
1950,1:?,3:neutral,,0.613
1951,1:?,3:neutral,,0.51
1952,1:?,1:positive,,0.84
1953,1:?,1:positive,,0.599
1954,1:?,3:neutral,,0.555
1955,1:?,3:neutral,,0.569
1956,1:?,3:neutral,,0.572
1957,1:?,3:neutral,,0.569
1958,1:?,3:neutral,,0.572
1959,1:?,3:neutral,,0.569
1960,1:?,3:neutral,,0.612
1961,1:?,2:negative,,0.487
1962,1:?,3:neutral,,0.569
1963,1:?,3:neutral,,0.605
1964,1:?,3:neutral,,0.556
1965,1:?,3:neutral,,0.595
1966,1:?,3:neutral,,0.556
1967,1:?,3:neutral,,0.556
1968,1:?,3:neutral,,0.556
1969,1:?,1:positive,,1
1970,1:?,3:neutral,,0.494
1971,1:?,1:positive,,0.834
1972,1:?,3:neutral,,0.556
1973,1:?,3:neutral,,0.556
1974,1:?,3:neutral,,0.556
1975,1:?,3:neutral,,0.627
1976,1:?,3:neutral,,0.613
1977,1:?,1:positive,,1
1978,1:?,3:neutral,,0.616
1979,1:?,3:neutral,,0.556
1980,1:?,3:neutral,,0.616
1981,1:?,3:neutral,,0.569
1982,1:?,3:neutral,,0.584
1983,1:?,3:neutral,,0.51
1984,1:?,3:neutral,,0.569
1985,1:?,3:neutral,,0.515
1986,1:?,3:neutral,,0.584
1987,1:?,3:neutral,,0.556
1988,1:?,1:positive,,0.46
1989,1:?,1:positive,,0.867
1990,1:?,3:neutral,,0.572
1991,1:?,3:neutral,,0.558
1992,1:?,3:neutral,,0.585
1993,1:?,3:neutral,,0.615
1994,1:?,3:neutral,,0.572
1995,1:?,3:neutral,,0.569
1996,1:?,3:neutral,,0.492
1997,1:?,3:neutral,,0.612
1998,1:?,1:positive,,0.881
1999,1:?,3:neutral,,0.591
2000,1:?,3:neutral,,0.557
2001,1:?,3:neutral,,0.604
2002,1:?,3:neutral,,0.556
2003,1:?,3:neutral,,0.585
2004,1:?,3:neutral,,0.569
2005,1:?,3:neutral,,0.604
2006,1:?,2:negative,,0.487
2007,1:?,3:neutral,,0.615
2008,1:?,3:neutral,,0.569
2009,1:?,3:neutral,,0.493
2010,1:?,3:neutral,,0.572
2011,1:?,3:neutral,,0.616
2012,1:?,3:neutral,,0.569
2013,1:?,1:positive,,1
2014,1:?,3:neutral,,0.558
2015,1:?,3:neutral,,0.604
2016,1:?,2:negative,,0.483
2017,1:?,3:neutral,,0.526
2018,1:?,1:positive,,0.561
2019,1:?,3:neutral,,0.567
2020,1:?,2:negative,,0.585
2021,1:?,1:positive,,0.82
2022,1:?,3:neutral,,0.626
2023,1:?,1:positive,,0.859
2024,1:?,3:neutral,,0.556
2025,1:?,2:negative,,0.552
2026,1:?,3:neutral,,0.556
2027,1:?,3:neutral,,0.569
2028,1:?,3:neutral,,0.557
2029,1:?,1:positive,,0.878
2030,1:?,3:neutral,,0.556
2031,1:?,3:neutral,,0.559
2032,1:?,1:positive,,0.881
2033,1:?,3:neutral,,0.569
2034,1:?,3:neutral,,0.616
2035,1:?,3:neutral,,0.558
2036,1:?,1:positive,,0.445
2037,1:?,3:neutral,,0.556
2038,1:?,3:neutral,,0.569
2039,1:?,3:neutral,,0.572
2040,1:?,2:negative,,0.872
2041,1:?,3:neutral,,0.522
2042,1:?,1:positive,,0.815
2043,1:?,3:neutral,,0.569
2044,1:?,3:neutral,,0.557
2045,1:?,3:neutral,,0.569
2046,1:?,3:neutral,,0.556
2047,1:?,3:neutral,,0.569
2048,1:?,3:neutral,,0.567
2049,1:?,3:neutral,,0.604
2050,1:?,3:neutral,,0.557
2051,1:?,3:neutral,,0.604
2052,1:?,2:negative,,0.486
2053,1:?,3:neutral,,0.556
2054,1:?,3:neutral,,0.626
2055,1:?,3:neutral,,0.572
2056,1:?,2:negative,,0.486
2057,1:?,1:positive,,0.999
2058,1:?,3:neutral,,0.569
2059,1:?,3:neutral,,0.569
2060,1:?,3:neutral,,0.556
2061,1:?,2:negative,,0.522
2062,1:?,3:neutral,,0.567
2063,1:?,1:positive,,0.707
2064,1:?,2:negative,,0.873
2065,1:?,3:neutral,,0.572
2066,1:?,3:neutral,,0.569
2067,1:?,3:neutral,,0.556
2068,1:?,1:positive,,0.851
2069,1:?,3:neutral,,0.612
2070,1:?,3:neutral,,0.617
2071,1:?,3:neutral,,0.569
2072,1:?,1:positive,,0.546
2073,1:?,3:neutral,,0.556
2074,1:?,3:neutral,,0.569
2075,1:?,3:neutral,,0.569
2076,1:?,3:neutral,,0.556
2077,1:?,2:negative,,0.583
2078,1:?,3:neutral,,0.569
2079,1:?,3:neutral,,0.557
2080,1:?,3:neutral,,0.569
2081,1:?,3:neutral,,0.586
2082,1:?,3:neutral,,0.606
2083,1:?,3:neutral,,0.556
2084,1:?,3:neutral,,0.556
2085,1:?,3:neutral,,0.556
2086,1:?,3:neutral,,0.585
2087,1:?,3:neutral,,0.616
2088,1:?,3:neutral,,0.569
2089,1:?,3:neutral,,0.556
2090,1:?,3:neutral,,0.617
2091,1:?,3:neutral,,0.59
2092,1:?,3:neutral,,0.572
2093,1:?,3:neutral,,0.557
2094,1:?,2:negative,,1
2095,1:?,2:negative,,0.727
2096,1:?,3:neutral,,0.558
2097,1:?,3:neutral,,0.616
2098,1:?,3:neutral,,0.556
2099,1:?,3:neutral,,0.556
2100,1:?,3:neutral,,0.569
2101,1:?,3:neutral,,0.605
2102,1:?,3:neutral,,0.556
2103,1:?,3:neutral,,0.567
2104,1:?,3:neutral,,0.559
2105,1:?,1:positive,,0.999
2106,1:?,3:neutral,,0.569
2107,1:?,3:neutral,,0.556
2108,1:?,3:neutral,,0.556
2109,1:?,3:neutral,,0.556
2110,1:?,3:neutral,,0.556
2111,1:?,1:positive,,0.778
2112,1:?,3:neutral,,0.559
2113,1:?,3:neutral,,0.616
2114,1:?,2:negative,,0.534
2115,1:?,3:neutral,,0.572
2116,1:?,3:neutral,,0.556
2117,1:?,3:neutral,,0.614
2118,1:?,3:neutral,,0.616
2119,1:?,3:neutral,,0.569
2120,1:?,3:neutral,,0.604
2121,1:?,3:neutral,,0.567
2122,1:?,3:neutral,,0.569
2123,1:?,2:negative,,0.486
2124,1:?,3:neutral,,0.587
2125,1:?,3:neutral,,0.556
2126,1:?,1:positive,,1
2127,1:?,2:negative,,0.839
2128,1:?,3:neutral,,0.558
2129,1:?,3:neutral,,0.612
2130,1:?,3:neutral,,0.386
2131,1:?,1:positive,,0.354
2132,1:?,1:positive,,0.932
2133,1:?,3:neutral,,0.556
2134,1:?,3:neutral,,0.567
2135,1:?,2:negative,,0.873
2136,1:?,1:positive,,0.773
2137,1:?,3:neutral,,0.557
2138,1:?,3:neutral,,0.558
2139,1:?,1:positive,,0.973
2140,1:?,3:neutral,,0.556
2141,1:?,3:neutral,,0.569
2142,1:?,3:neutral,,0.557
2143,1:?,3:neutral,,0.569
2144,1:?,3:neutral,,0.612
2145,1:?,3:neutral,,0.569
2146,1:?,3:neutral,,0.567
2147,1:?,3:neutral,,0.556
2148,1:?,3:neutral,,0.585
2149,1:?,3:neutral,,0.572
2150,1:?,3:neutral,,0.569
2151,1:?,1:positive,,0.682
2152,1:?,3:neutral,,0.558
2153,1:?,3:neutral,,0.569
2154,1:?,1:positive,,0.886
2155,1:?,3:neutral,,0.571
2156,1:?,1:positive,,0.498
2157,1:?,3:neutral,,0.567
2158,1:?,3:neutral,,0.572
2159,1:?,1:positive,,0.873
2160,1:?,2:negative,,0.512
2161,1:?,3:neutral,,0.556
2162,1:?,3:neutral,,0.569
2163,1:?,3:neutral,,0.557
2164,1:?,1:positive,,0.933
2165,1:?,3:neutral,,0.597
2166,1:?,1:positive,,0.688
2167,1:?,1:positive,,0.469
2168,1:?,1:positive,,1
2169,1:?,3:neutral,,0.557
2170,1:?,3:neutral,,0.556
2171,1:?,3:neutral,,0.613
2172,1:?,3:neutral,,0.569
2173,1:?,3:neutral,,0.556
2174,1:?,3:neutral,,0.623
2175,1:?,1:positive,,1
2176,1:?,3:neutral,,0.556
2177,1:?,1:positive,,0.992
2178,1:?,3:neutral,,0.558
2179,1:?,1:positive,,0.574
2180,1:?,1:positive,,1
2181,1:?,3:neutral,,0.558
2182,1:?,2:negative,,0.875
2183,1:?,3:neutral,,0.569
2184,1:?,3:neutral,,0.569
2185,1:?,3:neutral,,0.557
2186,1:?,3:neutral,,0.569
2187,1:?,3:neutral,,0.569
2188,1:?,3:neutral,,0.556
2189,1:?,3:neutral,,0.569
2190,1:?,3:neutral,,0.557
2191,1:?,3:neutral,,0.613
2192,1:?,2:negative,,0.491
2193,1:?,3:neutral,,0.556
2194,1:?,3:neutral,,0.462
2195,1:?,2:negative,,0.536
2196,1:?,2:negative,,0.583
2197,1:?,3:neutral,,0.571
2198,1:?,3:neutral,,0.572
2199,1:?,2:negative,,0.486
2200,1:?,1:positive,,0.709
2201,1:?,3:neutral,,0.494
2202,1:?,3:neutral,,0.556
2203,1:?,3:neutral,,0.584
2204,1:?,3:neutral,,0.567
2205,1:?,3:neutral,,0.556
2206,1:?,1:positive,,0.797
2207,1:?,2:negative,,0.486
2208,1:?,3:neutral,,0.556
2209,1:?,1:positive,,0.708
2210,1:?,3:neutral,,0.558
2211,1:?,3:neutral,,0.556
2212,1:?,3:neutral,,0.556
2213,1:?,3:neutral,,0.534
2214,1:?,1:positive,,0.914
2215,1:?,3:neutral,,0.612
2216,1:?,1:positive,,0.88
2217,1:?,2:negative,,0.726
2218,1:?,3:neutral,,0.556
2219,1:?,1:positive,,0.904
2220,1:?,3:neutral,,0.613
2221,1:?,1:positive,,0.868
2222,1:?,3:neutral,,0.569
2223,1:?,3:neutral,,0.556
2224,1:?,1:positive,,0.893
2225,1:?,3:neutral,,0.509
2226,1:?,2:negative,,0.491
2227,1:?,3:neutral,,0.569
2228,1:?,2:negative,,0.486
2229,1:?,3:neutral,,0.556
2230,1:?,1:positive,,0.644
2231,1:?,3:neutral,,0.612
2232,1:?,3:neutral,,0.559
2233,1:?,3:neutral,,0.386
2234,1:?,3:neutral,,0.625
2235,1:?,3:neutral,,0.556
2236,1:?,3:neutral,,0.567
2237,1:?,3:neutral,,0.567
2238,1:?,3:neutral,,0.386
2239,1:?,3:neutral,,0.615
2240,1:?,3:neutral,,0.556
2241,1:?,1:positive,,0.88
2242,1:?,2:negative,,0.998
2243,1:?,2:negative,,0.877
2244,1:?,3:neutral,,0.556
2245,1:?,3:neutral,,0.558
2246,1:?,3:neutral,,0.615
2247,1:?,3:neutral,,0.556
2248,1:?,3:neutral,,0.569
2249,1:?,3:neutral,,0.556
2250,1:?,3:neutral,,0.52
2251,1:?,3:neutral,,0.569
2252,1:?,3:neutral,,0.556
2253,1:?,3:neutral,,0.571
2254,1:?,3:neutral,,0.556
2255,1:?,3:neutral,,0.556
2256,1:?,2:negative,,0.589
2257,1:?,3:neutral,,0.556
2258,1:?,3:neutral,,0.613
2259,1:?,3:neutral,,0.605
2260,1:?,3:neutral,,0.572
2261,1:?,3:neutral,,0.569
2262,1:?,3:neutral,,0.386
2263,1:?,2:negative,,0.486
2264,1:?,3:neutral,,0.557
2265,1:?,3:neutral,,0.556
2266,1:?,3:neutral,,0.495
2267,1:?,3:neutral,,0.494
2268,1:?,3:neutral,,0.572
2269,1:?,3:neutral,,0.614
2270,1:?,1:positive,,0.872
2271,1:?,3:neutral,,0.556
2272,1:?,3:neutral,,0.622
2273,1:?,2:negative,,0.486
2274,1:?,3:neutral,,0.557
2275,1:?,3:neutral,,0.57
2276,1:?,1:positive,,0.449
2277,1:?,3:neutral,,0.567
2278,1:?,3:neutral,,0.556
2279,1:?,3:neutral,,0.612
2280,1:?,3:neutral,,0.57
2281,1:?,3:neutral,,0.517
2282,1:?,3:neutral,,0.557
2283,1:?,3:neutral,,0.612
2284,1:?,3:neutral,,0.569
2285,1:?,3:neutral,,0.572
2286,1:?,3:neutral,,0.556
2287,1:?,3:neutral,,0.567
2288,1:?,3:neutral,,0.569
2289,1:?,3:neutral,,0.559
2290,1:?,1:positive,,0.878
2291,1:?,3:neutral,,0.512
2292,1:?,3:neutral,,0.586
2293,1:?,3:neutral,,0.614
2294,1:?,1:positive,,0.905
2295,1:?,3:neutral,,0.567
2296,1:?,1:positive,,0.905
2297,1:?,3:neutral,,0.572
2298,1:?,3:neutral,,0.569
2299,1:?,3:neutral,,0.556
2300,1:?,1:positive,,0.776
2301,1:?,1:positive,,0.746
2302,1:?,3:neutral,,0.619
2303,1:?,3:neutral,,0.556
2304,1:?,3:neutral,,0.556
2305,1:?,3:neutral,,0.556
2306,1:?,1:positive,,0.881
2307,1:?,3:neutral,,0.615
2308,1:?,2:negative,,0.877
2309,1:?,3:neutral,,0.569
2310,1:?,3:neutral,,0.569
2311,1:?,3:neutral,,0.535
2312,1:?,3:neutral,,0.558
2313,1:?,3:neutral,,0.556
2314,1:?,1:positive,,0.728
2315,1:?,2:negative,,0.486
2316,1:?,3:neutral,,0.569
2317,1:?,3:neutral,,0.558
2318,1:?,3:neutral,,0.558
2319,1:?,1:positive,,0.44
2320,1:?,3:neutral,,0.556
2321,1:?,1:positive,,0.706
2322,1:?,3:neutral,,0.567
2323,1:?,2:negative,,0.487
2324,1:?,3:neutral,,0.541
2325,1:?,1:positive,,0.678
2326,1:?,3:neutral,,0.496
2327,1:?,1:positive,,0.498
2328,1:?,3:neutral,,0.629
2329,1:?,3:neutral,,0.611
2330,1:?,3:neutral,,0.572
2331,1:?,1:positive,,0.881
2332,1:?,3:neutral,,0.557
2333,1:?,2:negative,,0.451
2334,1:?,3:neutral,,0.624
2335,1:?,3:neutral,,0.572
2336,1:?,3:neutral,,0.556
2337,1:?,3:neutral,,0.625
2338,1:?,3:neutral,,0.558
2339,1:?,1:positive,,0.867
2340,1:?,3:neutral,,0.559
2341,1:?,3:neutral,,0.569
2342,1:?,1:positive,,0.851
2343,1:?,3:neutral,,0.569
2344,1:?,3:neutral,,0.571
2345,1:?,3:neutral,,0.569
2346,1:?,1:positive,,0.881
2347,1:?,3:neutral,,0.558
2348,1:?,1:positive,,0.822
2349,1:?,3:neutral,,0.556
2350,1:?,3:neutral,,0.63
2351,1:?,2:negative,,0.912
2352,1:?,3:neutral,,0.559
2353,1:?,3:neutral,,0.556
2354,1:?,3:neutral,,0.557
2355,1:?,3:neutral,,0.556
2356,1:?,3:neutral,,0.624
2357,1:?,3:neutral,,0.569
2358,1:?,3:neutral,,0.57
2359,1:?,1:positive,,1
2360,1:?,1:positive,,1
2361,1:?,3:neutral,,0.617
2362,1:?,3:neutral,,0.556
2363,1:?,1:positive,,0.962
2364,1:?,3:neutral,,0.571
2365,1:?,2:negative,,0.491
2366,1:?,2:negative,,0.487
2367,1:?,3:neutral,,0.569
2368,1:?,2:negative,,0.491
2369,1:?,3:neutral,,0.572
2370,1:?,3:neutral,,0.569
2371,1:?,3:neutral,,0.571
2372,1:?,3:neutral,,0.588
2373,1:?,1:positive,,0.881
2374,1:?,3:neutral,,0.59
2375,1:?,3:neutral,,0.612
2376,1:?,1:positive,,0.874
2377,1:?,1:positive,,1
2378,1:?,1:positive,,0.852
2379,1:?,3:neutral,,0.495
2380,1:?,2:negative,,0.873
2381,1:?,3:neutral,,0.556
2382,1:?,3:neutral,,0.567
2383,1:?,3:neutral,,0.572
2384,1:?,2:negative,,0.535
2385,1:?,3:neutral,,0.569
2386,1:?,3:neutral,,0.569
2387,1:?,3:neutral,,0.509
2388,1:?,3:neutral,,0.556
2389,1:?,3:neutral,,0.556
2390,1:?,3:neutral,,0.556
2391,1:?,3:neutral,,0.556
2392,1:?,1:positive,,0.676
2393,1:?,1:positive,,0.67
2394,1:?,3:neutral,,0.612
2395,1:?,1:positive,,0.993
2396,1:?,3:neutral,,0.569
2397,1:?,3:neutral,,0.569
2398,1:?,3:neutral,,0.569
2399,1:?,3:neutral,,0.556
2400,1:?,3:neutral,,0.567
2401,1:?,3:neutral,,0.571
2402,1:?,2:negative,,0.521
2403,1:?,1:positive,,0.833
2404,1:?,3:neutral,,0.556
2405,1:?,3:neutral,,0.558
2406,1:?,3:neutral,,0.57
2407,1:?,3:neutral,,0.617
2408,1:?,3:neutral,,0.602
2409,1:?,3:neutral,,0.557
2410,1:?,3:neutral,,0.567
2411,1:?,3:neutral,,0.567
2412,1:?,3:neutral,,0.559
2413,1:?,3:neutral,,0.567
2414,1:?,3:neutral,,0.429
2415,1:?,2:negative,,0.532
2416,1:?,1:positive,,0.851
2417,1:?,3:neutral,,0.569
2418,1:?,2:negative,,0.563
2419,1:?,3:neutral,,0.569
2420,1:?,3:neutral,,0.623
2421,1:?,3:neutral,,0.569
2422,1:?,3:neutral,,0.569
2423,1:?,3:neutral,,0.558
2424,1:?,1:positive,,0.966
2425,1:?,3:neutral,,0.59
